sku_id,warehouse_id,snapshot_date,lot_number,supplier_notes,qty_on_hand,qty_reserved,unit_cost,lead_time_days,reorder_point,turnover_rate
SKU-00376,WH-019,2026-04-24 19:39:49.269400,,,3724.0,337,184.6,52,401,4.43353910288473
SKU-00178,WH-001,2026-04-22 19:39:49.269401,LOT-5909,,1452.0,296,43.86,64,362,5.062516137779762
SKU-00084,WH-013,2026-04-22 19:39:49.269403,LOT-3325,,1326.0,377,154.1,16,342,5.304993414814986
SKU-00010,WH-011,2026-04-24 19:39:49.269404,LOT-8620,,3993.0,45,388.94,89,494,3.1646522887016504
SKU-00174,WH-004,2026-04-24 19:39:49.269406,,,893.0,280,570.73,20,160,4.489018914349462
SKU-00079,WH-014,2026-04-22 19:39:49.269407,,,2272.0,29,299.74,9,467,4.229039345344801
SKU-00265,WH-016,2026-04-24 19:39:49.269408,LOT-4986,ok,4386.0,379,295.56,86,399,4.721482282734712
SKU-00217,WH-019,2026-04-24 19:39:49.269410,LOT-6724,,4804.0,247,354.29,70,395,4.967376526787246
SKU-00329,WH-002,2026-04-22 19:39:49.269411,LOT-9753,ok,596.0,477,693.82,73,402,4.384678854643318
SKU-00138,WH-004,2026-04-22 19:39:49.269413,LOT-1132,ok,3797.0,300,641.47,81,53,3.004114758921834
SKU-00039,WH-011,2026-04-22 19:39:49.269414,LOT-6814,,,371,741.73,75,274,4.3554798471457365
SKU-00057,WH-016,2026-04-24 19:39:49.269416,LOT-8972,ok,4263.0,31,629.55,87,336,5.865654034960777
SKU-00048,WH-004,2026-04-22 19:39:49.269417,,,1221.0,159,358.98,3,297,3.1299708384059066
SKU-00134,WH-008,2026-04-23 19:39:49.269419,LOT-7516,,4009.0,229,459.69,24,473,6.1004353491290395
SKU-00360,WH-009,2026-04-22 19:39:49.269420,LOT-9778,,1507.0,447,443.61,87,97,2.4391228644164373
SKU-00274,WH-014,2026-04-24 19:39:49.269422,,,2054.0,339,790.86,45,468,4.705322566671805
SKU-00184,WH-005,2026-04-24 19:39:49.269423,,ok,233.0,239,591.3,43,242,3.7265241231761226
SKU-00119,WH-006,2026-04-23 19:39:49.269425,LOT-5431,ok,3394.0,324,429.13,42,253,4.438595781385036
SKU-00083,WH-003,2026-04-23 19:39:49.269426,LOT-8564,,849.0,79,518.28,8,347,5.337404371432959
SKU-00073,WH-005,2026-04-23 19:39:49.269428,LOT-6032,ok,1958.0,342,766.72,49,412,5.588007237996743
SKU-00132,WH-019,2026-04-22 19:39:49.269429,,ok,196.0,452,156.75,29,80,5.998227921578476
SKU-00250,WH-015,2026-04-22 19:39:49.269431,,ok,2731.0,167,754.52,28,381,2.6008685296961063
SKU-00300,WH-019,2026-04-22 19:39:49.269432,LOT-5250,,2602.0,206,285.45,10,211,3.405150263585615
SKU-00473,WH-019,2026-04-22 19:39:49.269433,LOT-9622,,3345.0,477,282.02,69,347,3.77075795865949
SKU-00477,WH-010,2026-04-23 19:39:49.269435,,,2249.0,124,183.6,30,252,3.5535977725067123
SKU-00132,WH-004,2026-04-22 19:39:49.269437,LOT-2940,,3831.0,338,286.58,46,127,4.96726732543664
SKU-00366,WH-016,2026-04-24 19:39:49.269438,LOT-5591,,2662.0,319,407.29,12,369,5.410651509739084
SKU-00066,WH-020,2026-04-22 19:39:49.269439,LOT-2551,,668.0,104,140.83,9,375,2.227416208254081
SKU-00399,WH-005,2026-04-22 19:39:49.269441,LOT-9338,ok,326.0,497,139.12,23,216,3.1446484196323645
SKU-00465,WH-016,2026-04-24 19:39:49.269443,,,949.0,475,233.94,16,102,4.254019058562571
SKU-00305,WH-008,2026-04-24 19:39:49.269444,,,4030.0,421,11.19,7,466,4.442443480336148
SKU-00270,WH-019,2026-04-22 19:39:49.269445,LOT-2342,,2062.0,328,518.83,57,197,6.349802047210275
SKU-00186,WH-005,2026-04-22 19:39:49.269447,LOT-8224,,620.0,125,165.0,23,411,2.9728044161236387
SKU-00443,WH-014,2026-04-24 19:39:49.269449,LOT-4801,ok,1972.0,7,699.12,52,208,3.7965140016404177
SKU-00482,WH-002,2026-04-24 19:39:49.269450,LOT-1723,,4159.0,356,305.87,31,275,6.014098418706941
SKU-00354,WH-019,2026-04-23 19:39:49.269452,,,4014.0,349,366.58,68,426,3.8298435818552976
SKU-00041,WH-009,2026-04-23 19:39:49.269453,LOT-3821,ok,1610.0,127,742.77,82,370,5.318627438629427
SKU-00440,WH-010,2026-04-23 19:39:49.269454,LOT-6118,ok,1392.0,62,25.12,86,342,3.8811826331133252
SKU-00405,WH-015,2026-04-24 19:39:49.269456,LOT-3437,ok,2219.0,256,567.38,17,190,4.1275591013232935
SKU-00180,WH-005,2026-04-22 19:39:49.269457,LOT-4378,ok,1485.0,497,407.12,58,100,5.1256665486452455
SKU-00130,WH-015,2026-04-22 19:39:49.269459,LOT-9411,,3263.0,70,511.06,74,271,4.113464131827007
SKU-00385,WH-003,2026-04-23 19:39:49.269460,LOT-2539,ok,3370.0,155,776.19,60,227,3.549887235971023
SKU-00304,WH-009,2026-04-22 19:39:49.269462,LOT-5069,,3027.0,144,107.95,73,307,5.283215676782548
SKU-00377,WH-007,2026-04-23 19:39:49.269464,LOT-5582,,4257.0,86,541.8,18,272,3.357712600188389
SKU-00492,WH-009,2026-04-23 19:39:49.269465,LOT-4757,,2829.0,495,565.01,50,177,5.345732447277994
SKU-00185,WH-012,2026-04-24 19:39:49.269467,LOT-8332,ok,3363.0,428,365.31,2,78,4.0177515747081385
SKU-00422,WH-013,2026-04-22 19:39:49.269468,LOT-5789,,2000.0,227,147.72,39,430,3.3418636214605484
SKU-00235,WH-005,2026-04-23 19:39:49.269469,LOT-1230,ok,1169.0,185,141.79,10,86,5.4523816944762435
SKU-00426,WH-019,2026-04-23 19:39:49.269471,LOT-1652,ok,2399.0,370,339.12,36,298,3.910089415667037
SKU-00122,WH-014,2026-04-22 19:39:49.269473,LOT-2617,,3198.0,491,541.76,62,301,4.2032957479887925
SKU-00412,WH-004,2026-04-24 19:39:49.269474,,,,219,442.2,82,257,2.060717308952721
SKU-00353,WH-004,2026-04-23 19:39:49.269476,LOT-3811,,2360.0,434,86.84,18,92,3.031301500587473
SKU-00227,WH-009,2026-04-22 19:39:49.269477,LOT-1760,,,0,47.29,85,191,5.826618306234604
SKU-00460,WH-020,2026-04-24 19:39:49.269479,LOT-1954,,1266.0,313,299.75,9,260,4.666164714959386
SKU-00197,WH-019,2026-04-24 19:39:49.269490,,,3663.0,327,94.12,63,449,5.816941776729642
SKU-00372,WH-005,2026-04-22 19:39:49.269493,LOT-4643,,1682.0,211,116.37,82,485,4.325136068688204
SKU-00260,WH-011,2026-04-24 19:39:49.269496,LOT-2991,,3361.0,209,545.2,77,188,4.533422120656933
SKU-00071,WH-007,2026-04-22 19:39:49.269499,,,2641.0,72,382.98,34,353,6.4386353269802905
SKU-00143,WH-016,2026-04-22 19:39:49.269501,LOT-2691,ok,1684.0,130,520.24,70,105,4.953470563396806
SKU-00401,WH-015,2026-04-24 19:39:49.269504,LOT-6169,,2380.0,329,281.15,60,261,6.417881463278786
SKU-00240,WH-010,2026-04-24 19:39:49.269506,,ok,3961.0,97,79.97,64,88,3.89647815576707
SKU-00426,WH-007,2026-04-22 19:39:49.269508,LOT-1894,,2773.0,143,56.33,68,239,4.14532609867023
SKU-00064,WH-019,2026-04-22 19:39:49.269510,LOT-2533,,4030.0,243,18.33,22,437,3.5228532600816833
SKU-00385,WH-009,2026-04-24 19:39:49.269513,,ok,1491.0,52,691.13,34,93,5.1097159771420655
SKU-00447,WH-018,2026-04-23 19:39:49.269516,,,2637.0,448,771.79,37,193,3.366246511302892
SKU-00497,WH-001,2026-04-22 19:39:49.269518,LOT-1507,,1546.0,453,124.18,56,251,6.474023936088104
SKU-00368,WH-009,2026-04-24 19:39:49.269520,LOT-6468,,4899.0,170,757.18,23,341,2.494075247387674
SKU-00236,WH-011,2026-04-23 19:39:49.269521,LOT-8605,,4395.0,141,214.52,12,355,4.445385502257707
SKU-00032,WH-001,2026-04-23 19:39:49.269522,LOT-9164,,,282,517.72,68,497,3.7528951813890528
SKU-00103,WH-002,2026-04-22 19:39:49.269524,LOT-3855,,969.0,442,306.84,33,327,4.7622272862317825
SKU-00330,WH-012,2026-04-24 19:39:49.269526,LOT-3498,ok,1473.0,25,496.86,27,168,3.541087434349516
SKU-00442,WH-015,2026-04-23 19:39:49.269527,LOT-9449,ok,311.0,18,675.17,89,398,4.719413614315103
SKU-00380,WH-005,2026-04-22 19:39:49.269528,LOT-7151,,46.0,361,689.27,63,334,4.939553470837946
SKU-00304,WH-018,2026-04-22 19:39:49.269530,LOT-2731,,141.0,348,695.85,63,274,5.113241985649263
SKU-00431,WH-005,2026-04-24 19:39:49.269531,,,749.0,391,215.38,30,295,6.573694184315653
SKU-00154,WH-002,2026-04-24 19:39:49.269533,,,3431.0,299,622.61,12,268,4.39653731710969
SKU-00165,WH-009,2026-04-22 19:39:49.269534,LOT-5940,,4089.0,188,282.64,6,80,4.122826618899278
SKU-00045,WH-003,2026-04-22 19:39:49.269536,,,257.0,21,148.37,69,65,4.230360181416367
SKU-00316,WH-009,2026-04-24 19:39:49.269537,LOT-5636,,3146.0,219,250.22,80,205,2.7165149705926974
SKU-00092,WH-001,2026-04-23 19:39:49.269539,LOT-6293,ok,2908.0,53,281.72,76,359,5.61318117333371
SKU-00139,WH-018,2026-04-24 19:39:49.269540,LOT-3463,,950.0,34,452.96,37,107,3.2874380637970226
SKU-00047,WH-013,2026-04-23 19:39:49.269542,,ok,3276.0,285,495.71,34,252,5.729916586390415
SKU-00425,WH-001,2026-04-23 19:39:49.269543,LOT-7339,,3386.0,460,322.05,21,158,3.404046666365427
SKU-00104,WH-019,2026-04-23 19:39:49.269545,LOT-2907,,4781.0,375,662.69,78,389,2.4646293283460734
SKU-00438,WH-006,2026-04-23 19:39:49.269546,LOT-3918,,817.0,275,47.39,48,436,1.5733813529659741
SKU-00116,WH-011,2026-04-22 19:39:49.269548,LOT-5560,ok,177.0,99,694.43,11,431,5.519818443160714
SKU-00039,WH-013,2026-04-23 19:39:49.269549,,ok,2033.0,69,585.38,12,198,6.010747434591757
SKU-00490,WH-009,2026-04-22 19:39:49.269551,LOT-9022,,3514.0,48,294.39,6,400,4.916965868381042
SKU-00143,WH-013,2026-04-23 19:39:49.269552,LOT-3974,,4990.0,372,494.62,1,62,3.22995674524545
SKU-00361,WH-004,2026-04-23 19:39:49.269554,LOT-1007,,3063.0,414,347.36,63,182,3.0565702866950772
SKU-00052,WH-007,2026-04-24 19:39:49.269555,LOT-9310,,1581.0,389,91.12,3,449,3.9173514103454514
SKU-00094,WH-014,2026-04-24 19:39:49.269557,LOT-4979,,1142.0,4,771.23,66,279,5.561439541586333
SKU-00200,WH-004,2026-04-23 19:39:49.269558,LOT-1446,,3396.0,100,285.77,89,465,4.136500932236382
SKU-00378,WH-007,2026-04-23 19:39:49.269560,LOT-8391,,3498.0,237,674.47,75,351,2.6992901587714195
SKU-00003,WH-006,2026-04-22 19:39:49.269561,LOT-8302,,30.0,226,624.09,71,294,3.399596003311567
SKU-00317,WH-003,2026-04-24 19:39:49.269563,,,4563.0,67,608.84,70,196,4.702661575047272
SKU-00392,WH-018,2026-04-24 19:39:49.269564,LOT-1401,,1497.0,221,33.13,76,208,5.920025083220029
SKU-00051,WH-020,2026-04-22 19:39:49.269566,LOT-7718,ok,2738.0,293,667.78,7,80,5.231236840468047
SKU-00216,WH-006,2026-04-23 19:39:49.269567,,,1528.0,186,384.98,44,415,3.453623683799824
SKU-00474,WH-018,2026-04-24 19:39:49.269568,,,1590.0,268,700.07,30,189,4.435638676793374
SKU-00268,WH-010,2026-04-24 19:39:49.269570,LOT-4568,,4189.0,432,316.05,48,94,5.691299231399626
SKU-00376,WH-005,2026-04-22 19:39:49.269571,LOT-5007,ok,2514.0,80,520.76,34,353,4.411937489316345
SKU-00372,WH-019,2026-04-22 19:39:49.269573,LOT-1751,ok,852.0,353,243.91,17,325,2.541951051826863
SKU-00207,WH-003,2026-04-23 19:39:49.269575,LOT-9448,ok,1690.0,382,579.61,55,475,3.65112607685291
SKU-00357,WH-003,2026-04-24 19:39:49.269578,LOT-3395,,1610.0,441,793.53,45,116,0.5871545137573086
SKU-00474,WH-009,2026-04-23 19:39:49.269579,,,3786.0,128,259.9,19,402,4.842611088184414
SKU-00158,WH-018,2026-04-24 19:39:49.269581,LOT-6366,ok,815.0,264,269.2,52,436,6.053712176622646
SKU-00025,WH-006,2026-04-23 19:39:49.269582,LOT-2784,,1958.0,218,597.39,14,131,6.250657134998979
SKU-00392,WH-015,2026-04-23 19:39:49.269583,LOT-2717,ok,2382.0,404,388.42,74,395,4.401210664335477
SKU-00157,WH-018,2026-04-22 19:39:49.269585,LOT-5270,,533.0,87,227.48,54,285,3.4158749472004946
SKU-00321,WH-010,2026-04-22 19:39:49.269586,LOT-8197,ok,1359.0,118,776.21,76,454,4.220186743860541
SKU-00080,WH-003,2026-04-23 19:39:49.269588,LOT-3470,,2792.0,142,57.79,42,110,4.655616608293668
SKU-00110,WH-019,2026-04-24 19:39:49.269589,,,890.0,139,700.1,73,485,5.973088613345964
SKU-00379,WH-017,2026-04-24 19:39:49.269591,LOT-8245,,2873.0,420,46.13,22,314,4.9200914223520895
SKU-00015,WH-002,2026-04-22 19:39:49.269592,,,2157.0,246,517.59,85,408,2.469314760823628
SKU-00249,WH-012,2026-04-23 19:39:49.269594,LOT-7326,,,344,286.47,88,230,5.44794874178374
SKU-00379,WH-018,2026-04-23 19:39:49.269595,LOT-7326,,2364.0,245,544.91,81,170,2.1907455199912453
SKU-00235,WH-012,2026-04-22 19:39:49.269597,LOT-3503,,2444.0,381,531.48,67,346,4.7152763581995405
SKU-00083,WH-004,2026-04-22 19:39:49.269598,,,1545.0,21,234.21,25,328,6.500910724355727
SKU-00318,WH-019,2026-04-24 19:39:49.269600,LOT-6196,,290.0,115,284.32,56,422,2.532073572316942
SKU-00057,WH-008,2026-04-22 19:39:49.269601,,,4834.0,292,597.29,18,471,4.338615283351144
SKU-00291,WH-001,2026-04-24 19:39:49.269603,LOT-8338,,1384.0,133,14.12,34,234,4.406627053507787
SKU-00211,WH-003,2026-04-22 19:39:49.269604,,,727.0,7,301.5,34,135,4.49166009470344
SKU-00272,WH-010,2026-04-23 19:39:49.269606,LOT-3931,,437.0,380,159.95,13,420,5.4737511138129085
SKU-00461,WH-010,2026-04-22 19:39:49.269607,LOT-9146,,3569.0,96,400.1,8,136,3.6753746976312875
SKU-00443,WH-013,2026-04-24 19:39:49.269608,LOT-8357,,1945.0,430,173.0,20,453,5.29729307476314
SKU-00360,WH-004,2026-04-23 19:39:49.269610,LOT-7270,,2636.0,157,557.53,74,386,4.167217495531978
SKU-00248,WH-002,2026-04-22 19:39:49.269612,LOT-7805,ok,546.0,261,633.28,49,439,4.64231183220293
SKU-00400,WH-006,2026-04-22 19:39:49.269613,LOT-8264,,1923.0,418,242.53,42,332,2.8076825118761635
SKU-00051,WH-002,2026-04-22 19:39:49.269615,LOT-8522,,1597.0,169,450.6,84,197,5.777379849757057
SKU-00135,WH-002,2026-04-24 19:39:49.269616,LOT-4643,,3370.0,97,388.7,11,253,4.68554864781818
SKU-00233,WH-013,2026-04-24 19:39:49.269617,LOT-8224,ok,3552.0,207,192.64,13,393,5.2022182239304895
SKU-00418,WH-007,2026-04-22 19:39:49.269619,,,768.0,195,599.23,41,90,5.842408094980982
SKU-00194,WH-004,2026-04-23 19:39:49.269620,LOT-6348,,4316.0,300,235.43,62,69,4.153877249274905
SKU-00208,WH-004,2026-04-23 19:39:49.269622,,,4650.0,323,477.26,50,392,4.195030609066059
SKU-00476,WH-016,2026-04-24 19:39:49.269623,LOT-5464,ok,436.0,481,689.59,77,373,2.352805712402321
SKU-00490,WH-014,2026-04-22 19:39:49.269624,LOT-2737,,4165.0,74,526.95,33,202,4.706839474036571
SKU-00019,WH-001,2026-04-23 19:39:49.269626,,,4007.0,97,312.89,62,340,6.141005849488313
SKU-00285,WH-013,2026-04-23 19:39:49.269628,,,3719.0,36,428.15,29,459,4.429762315271917
SKU-00347,WH-013,2026-04-22 19:39:49.269629,LOT-8018,,4990.0,41,709.79,23,290,3.501178268696021
SKU-00304,WH-014,2026-04-23 19:39:49.269630,,ok,,3,509.17,40,317,5.5614674606513885
SKU-00485,WH-016,2026-04-23 19:39:49.269632,,,1869.0,178,441.55,53,439,2.77533344381023
SKU-00458,WH-014,2026-04-23 19:39:49.269634,LOT-6686,,4703.0,481,330.29,23,389,3.7664532497634347
SKU-00126,WH-015,2026-04-23 19:39:49.269635,LOT-5919,ok,844.0,22,605.27,86,180,3.692412191180133
SKU-00475,WH-003,2026-04-23 19:39:49.269637,LOT-7313,,1009.0,19,141.84,34,131,5.566253595553872
SKU-00211,WH-019,2026-04-24 19:39:49.269638,LOT-1662,,3675.0,166,573.74,44,64,4.772981431504056
SKU-00009,WH-005,2026-04-23 19:39:49.269640,LOT-8518,,4432.0,326,449.93,63,354,3.7923572233216145
SKU-00181,WH-016,2026-04-24 19:39:49.269641,,ok,1011.0,331,76.63,29,461,3.8857001148402857
SKU-00117,WH-015,2026-04-22 19:39:49.269643,LOT-1307,ok,3956.0,2,669.8,81,485,4.704923864523119
SKU-00463,WH-010,2026-04-23 19:39:49.269644,LOT-3622,,3925.0,11,463.14,68,183,4.740500513264641
SKU-00308,WH-010,2026-04-24 19:39:49.269645,,ok,2168.0,413,491.65,5,150,4.6787302819775896
SKU-00155,WH-018,2026-04-24 19:39:49.269647,LOT-9924,,4364.0,405,464.55,36,446,3.6974589567648812
SKU-00002,WH-013,2026-04-22 19:39:49.269648,LOT-1328,,2656.0,334,731.76,87,383,5.791245506567465
SKU-00185,WH-006,2026-04-22 19:39:49.269650,,,2737.0,73,439.51,68,175,6.415907483481897
SKU-00159,WH-002,2026-04-22 19:39:49.269651,LOT-5996,,2810.0,489,613.36,38,233,6.198757068754143
SKU-00225,WH-003,2026-04-22 19:39:49.269653,LOT-2529,,2954.0,369,432.06,86,126,5.9668610880745385
SKU-00099,WH-008,2026-04-22 19:39:49.269654,LOT-2985,,2590.0,468,641.05,76,95,7.353979751438277
SKU-00268,WH-014,2026-04-23 19:39:49.269655,,,4547.0,307,629.73,46,179,3.6616808874913245
SKU-00262,WH-009,2026-04-22 19:39:49.269657,LOT-3558,,2122.0,482,793.41,59,452,3.7367403883915875
SKU-00362,WH-016,2026-04-22 19:39:49.269659,LOT-1781,ok,1312.0,56,478.69,64,308,2.8314822848379553
SKU-00299,WH-014,2026-04-23 19:39:49.269660,,ok,3112.0,38,291.39,74,245,4.216624510047103
SKU-00363,WH-015,2026-04-24 19:39:49.269661,LOT-4092,,2384.0,479,724.84,15,386,3.0139834817486433
SKU-00095,WH-019,2026-04-22 19:39:49.269663,LOT-7672,ok,4117.0,292,523.47,14,206,6.089350764244092
SKU-00069,WH-002,2026-04-22 19:39:49.269664,,,,305,492.71,34,144,4.768230054437089
SKU-00269,WH-012,2026-04-23 19:39:49.269666,LOT-3107,,4766.0,373,595.73,12,406,4.109386864874846
SKU-00496,WH-007,2026-04-22 19:39:49.269667,LOT-8917,ok,4267.0,465,406.29,19,204,3.1976527743126306
SKU-00199,WH-016,2026-04-24 19:39:49.269669,LOT-5315,,3330.0,61,571.18,5,55,2.9705024602852435
SKU-00365,WH-017,2026-04-22 19:39:49.269670,,ok,2320.0,132,786.89,83,72,3.8786932982202886
SKU-00496,WH-013,2026-04-24 19:39:49.269672,,,4733.0,104,574.65,20,315,6.451562576652628
SKU-00048,WH-015,2026-04-24 19:39:49.269673,LOT-9527,,1960.0,133,610.48,24,56,5.880784307838008
SKU-00033,WH-019,2026-04-24 19:39:49.269675,LOT-3039,ok,4812.0,204,561.7,58,73,5.415115936407508
SKU-00331,WH-012,2026-04-24 19:39:49.269676,,ok,4865.0,284,512.46,31,162,1.8949735901068467
SKU-00421,WH-017,2026-04-24 19:39:49.269677,LOT-9333,,3251.0,424,512.73,45,473,4.388314472385151
SKU-00335,WH-003,2026-04-23 19:39:49.269679,LOT-4224,,4898.0,117,789.17,2,174,4.208305015322067
SKU-00500,WH-005,2026-04-23 19:39:49.269680,,,1415.0,408,528.84,60,454,3.6674432664109666
SKU-00019,WH-019,2026-04-23 19:39:49.269682,LOT-7416,,305.0,287,42.08,85,267,4.570230806642279
SKU-00271,WH-005,2026-04-22 19:39:49.269683,LOT-4198,,2592.0,408,173.68,87,341,3.4212071430062556
SKU-00354,WH-001,2026-04-23 19:39:49.269685,,,1624.0,401,224.1,82,186,3.8575307020946954
SKU-00341,WH-019,2026-04-24 19:39:49.269686,,,4520.0,137,545.2,15,287,3.4625864945031055
SKU-00018,WH-008,2026-04-24 19:39:49.269688,,,3339.0,389,134.44,22,176,3.737483891306767
SKU-00064,WH-012,2026-04-22 19:39:49.269689,,ok,635.0,382,715.1,20,400,0.544098307598508
SKU-00499,WH-016,2026-04-24 19:39:49.269690,LOT-5356,,,280,139.19,72,454,4.592629760649973
SKU-00176,WH-009,2026-04-22 19:39:49.269692,LOT-4422,,3712.0,47,671.14,20,367,5.254187864539167
SKU-00092,WH-001,2026-04-22 19:39:49.269693,LOT-2725,ok,1944.0,476,733.57,63,100,3.538544076890463
SKU-00091,WH-015,2026-04-22 19:39:49.269695,LOT-9590,,4730.0,474,793.73,65,242,5.8455989160553266
SKU-00086,WH-014,2026-04-24 19:39:49.269696,LOT-6636,,3666.0,171,17.81,84,130,3.4588173067300714
SKU-00292,WH-006,2026-04-22 19:39:49.269698,LOT-2602,ok,3588.0,248,387.66,3,122,3.0365704142176027
SKU-00252,WH-014,2026-04-22 19:39:49.269699,,,1611.0,212,633.65,12,61,5.762708229907505
SKU-00472,WH-017,2026-04-22 19:39:49.269701,LOT-7073,,4740.0,358,737.27,30,429,3.868120238285395
SKU-00239,WH-020,2026-04-22 19:39:49.269702,LOT-5235,,3364.0,159,414.59,66,333,4.7820408114728545
SKU-00015,WH-011,2026-04-24 19:39:49.269704,LOT-2666,ok,3611.0,486,196.62,49,360,2.7461270558997732
SKU-00265,WH-002,2026-04-23 19:39:49.269706,,ok,4022.0,44,282.06,29,174,4.310951241025109
SKU-00248,WH-018,2026-04-23 19:39:49.269707,LOT-9598,ok,,207,326.47,2,191,4.114433141902509
SKU-00164,WH-009,2026-04-23 19:39:49.269709,,,3444.0,228,635.23,2,334,4.045494351314121
SKU-00362,WH-013,2026-04-23 19:39:49.269710,LOT-9563,,4804.0,151,747.57,83,245,4.067836479180252
SKU-00471,WH-018,2026-04-22 19:39:49.269712,,,1216.0,235,370.05,89,149,4.723527338940298
SKU-00216,WH-006,2026-04-24 19:39:49.269713,LOT-6001,,3137.0,157,766.92,86,378,4.640338416855107
SKU-00363,WH-001,2026-04-23 19:39:49.269714,LOT-8156,,2269.0,177,555.44,66,370,5.1205738477632305
SKU-00270,WH-020,2026-04-23 19:39:49.269716,,,3000.0,46,372.52,74,335,2.1189014313032897
SKU-00364,WH-004,2026-04-23 19:39:49.269717,LOT-7789,,4399.0,201,90.25,46,148,6.300117666792347
SKU-00227,WH-009,2026-04-23 19:39:49.269719,LOT-6216,ok,,338,406.82,42,463,4.236929172729958
SKU-00130,WH-016,2026-04-22 19:39:49.269720,LOT-1440,,352.0,459,316.61,86,439,3.875572686986637
SKU-00299,WH-016,2026-04-22 19:39:49.269722,LOT-8805,,3851.0,498,107.37,53,63,4.912412004211178
SKU-00197,WH-004,2026-04-23 19:39:49.269723,,ok,4779.0,393,707.43,69,333,4.281905256189725
SKU-00035,WH-006,2026-04-24 19:39:49.269725,,,2989.0,436,100.28,3,332,4.639987258140896
SKU-00371,WH-014,2026-04-22 19:39:49.269726,,,3023.0,173,749.22,18,375,4.049693368008598
SKU-00274,WH-009,2026-04-22 19:39:49.269728,,ok,3569.0,483,24.7,72,223,5.186217116122505
SKU-00305,WH-011,2026-04-22 19:39:49.269729,LOT-1164,,4881.0,432,155.56,41,198,2.5695810926041287
SKU-00256,WH-015,2026-04-24 19:39:49.269731,,,352.0,105,572.31,2,180,4.786842063974077
SKU-00444,WH-018,2026-04-24 19:39:49.269732,,ok,4019.0,361,763.6,55,447,3.888551060367206
SKU-00091,WH-014,2026-04-23 19:39:49.269733,,,4776.0,34,52.8,56,454,2.31851877581158
SKU-00041,WH-004,2026-04-24 19:39:49.269735,LOT-4002,,117.0,162,205.09,26,207,5.825474461908724
SKU-00268,WH-019,2026-04-24 19:39:49.269737,,,2125.0,137,479.71,8,243,4.048008329269326
SKU-00436,WH-012,2026-04-24 19:39:49.269738,LOT-8657,,3518.0,394,754.52,37,372,5.7163121441976745
SKU-00232,WH-016,2026-04-22 19:39:49.269739,,,448.0,304,343.68,71,240,5.372347850223732
SKU-00210,WH-013,2026-04-24 19:39:49.269741,LOT-2664,ok,991.0,151,466.62,1,318,3.6125400847523625
SKU-00297,WH-007,2026-04-23 19:39:49.269742,LOT-7202,,1894.0,366,287.38,48,175,5.898848971464397
SKU-00172,WH-014,2026-04-22 19:39:49.269744,LOT-3893,,4662.0,50,105.13,50,332,4.218948449284397
SKU-00282,WH-018,2026-04-24 19:39:49.269745,,ok,2569.0,391,22.5,14,385,3.694160938187678
SKU-00483,WH-017,2026-04-23 19:39:49.269747,LOT-6373,ok,4431.0,432,539.55,41,222,3.3095826328844042
SKU-00203,WH-019,2026-04-22 19:39:49.269748,LOT-9355,,4983.0,23,702.6,6,248,3.538861778480438
SKU-00242,WH-002,2026-04-23 19:39:49.269750,LOT-5914,,3087.0,372,135.62,32,449,4.944466072022557
SKU-00391,WH-020,2026-04-24 19:39:49.269751,,,3000.0,303,467.68,22,227,3.6160027862866673
SKU-00337,WH-007,2026-04-22 19:39:49.269753,,,3494.0,115,594.28,45,152,5.014013525027362
SKU-00179,WH-019,2026-04-22 19:39:49.269754,LOT-8287,,226.0,132,242.52,87,361,3.8849913868765746
SKU-00263,WH-011,2026-04-23 19:39:49.269756,LOT-2908,ok,1537.0,108,309.91,20,286,5.640836164647908
SKU-00238,WH-014,2026-04-24 19:39:49.269758,,,361.0,131,739.72,11,328,4.038338575506735
SKU-00200,WH-016,2026-04-22 19:39:49.269759,,,773.0,164,272.08,50,414,4.275027956169867
SKU-00214,WH-016,2026-04-24 19:39:49.269760,LOT-7487,,2039.0,391,218.65,41,497,4.334561852425346
SKU-00009,WH-007,2026-04-22 19:39:49.269762,LOT-6936,,4616.0,142,75.18,4,218,4.720159417610031
SKU-00243,WH-013,2026-04-24 19:39:49.269763,,,4321.0,447,486.33,25,189,4.5441467774617585
SKU-00158,WH-012,2026-04-23 19:39:49.269765,LOT-4137,ok,1959.0,272,377.07,57,119,3.3515783996310873
SKU-00401,WH-007,2026-04-22 19:39:49.269766,LOT-7094,,1801.0,298,767.6,59,470,6.784767344601709
SKU-00316,WH-001,2026-04-23 19:39:49.269768,LOT-2315,ok,4864.0,450,476.18,73,353,5.284634471708446
SKU-00355,WH-017,2026-04-22 19:39:49.269769,,,4922.0,9,193.22,69,276,5.611139899534608
SKU-00134,WH-009,2026-04-22 19:39:49.269770,LOT-9191,ok,2841.0,209,51.18,35,438,5.912411437940943
SKU-00022,WH-005,2026-04-23 19:39:49.269772,LOT-5194,,71.0,163,720.16,84,62,4.244830328750739
SKU-00193,WH-007,2026-04-22 19:39:49.269773,LOT-3487,,1950.0,400,598.45,37,492,5.4913754196377695
SKU-00248,WH-009,2026-04-24 19:39:49.269775,LOT-5207,,2736.0,470,480.28,42,372,6.120231249293295
SKU-00217,WH-020,2026-04-24 19:39:49.269776,LOT-8185,ok,3660.0,479,364.03,13,190,6.211145648138733
SKU-00063,WH-007,2026-04-23 19:39:49.269778,LOT-6220,ok,4883.0,310,37.86,42,223,5.6234728371584595
